projectName,address,unitSold,area,typeOfArea,transactedPrice,unitPricePSM,unitPricePSF,saleDate,propertyType,tenure,completionDate,typeOfSale,purchaserAddressIndicator,postalDistrict,postalSector,postalCode,planningRegion,planningArea
SKYPARK RESIDENCES,15 Sembawang Crescent  #15-27 ,1,122,Strata,1110000,9098,845,5-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #09-26 ,1,122,Strata,1063000,8713,809,6-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #11-26 ,1,122,Strata,1071000,8779,816,18-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #14-26 ,1,122,Strata,1094000,8967,833,3-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #08-26 ,1,122,Strata,1062000,8705,809,11-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #08-28 ,1,121,Strata,1027000,8488,789,8-Apr-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #09-27 ,1,122,Strata,1033000,8467,787,23-Apr-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #01-27 ,1,123,Strata,1009500,8207,762,24-Apr-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #14-28 ,1,121,Strata,1048000,8661,805,31-Jul-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #06-25 ,1,121,Strata,1036500,8566,796,2-Oct-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #12-28 ,1,121,Strata,1038000,8579,797,21-Oct-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #09-25 ,1,121,Strata,1048000,8661,805,13-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #07-25 ,1,121,Strata,1045000,8636,802,20-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,15 Sembawang Crescent  #14-27 ,1,122,Strata,1036000,8492,789,10-Dec-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757060,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #12-32 ,1,148,Strata,1260500,8517,791,3-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #14-29 ,1,148,Strata,1304500,8814,819,7-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #10-29 ,1,148,Strata,1288500,8706,809,28-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #09-29 ,1,148,Strata,1284500,8679,806,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #15-29 ,1,148,Strata,1375000,9291,863,3-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #10-32 ,1,148,Strata,1252500,8463,786,7-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #07-29 ,1,148,Strata,1276500,8625,801,11-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #14-32 ,1,148,Strata,1268500,8571,796,14-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #12-29 ,1,148,Strata,1296500,8760,814,5-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #11-32 ,1,148,Strata,1256500,8490,789,7-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #13-31 ,1,148,Strata,1302500,8801,818,4-Jun-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #13-29 ,1,148,Strata,1300500,8787,816,12-Aug-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,17 Sembawang Crescent  #11-29 ,1,148,Strata,1331500,8997,836,11-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757061,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #11-04 ,1,122,Strata,1050000,8607,800,2-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #06-03 ,1,121,Strata,1022500,8450,785,2-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #08-03 ,1,121,Strata,1033500,8541,794,9-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #08-04 ,1,122,Strata,1041000,8533,793,17-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #07-02 ,1,106,Strata,858000,8094,752,27-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #15-03 ,1,121,Strata,1117500,9236,858,27-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #09-03 ,1,121,Strata,1034500,8550,794,28-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #14-01 ,1,107,Strata,887500,8294,771,28-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #09-04 ,1,122,Strata,1042000,8541,793,12-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #12-02 ,1,106,Strata,873000,8236,765,21-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #14-04 ,1,122,Strata,1062000,8705,809,24-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #08-02 ,1,106,Strata,890000,8396,780,5-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #15-04 ,1,122,Strata,1153500,9455,878,6-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #13-03 ,1,121,Strata,1050500,8682,807,10-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #12-03 ,1,121,Strata,1046500,8649,803,11-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #07-03 ,1,121,Strata,1026500,8483,788,21-Apr-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #13-04 ,1,122,Strata,1062500,8709,809,12-May-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #10-03 ,1,121,Strata,1043000,8620,801,30-May-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #10-02 ,1,106,Strata,876000,8264,768,18-Jun-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #09-02 ,1,106,Strata,859905,8112,754,9-Jul-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #11-02 ,1,106,Strata,879000,8292,770,23-Jul-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #05-02 ,1,106,Strata,879000,8292,770,9-Sep-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #10-04 ,1,122,Strata,1050500,8611,800,12-Sep-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #03-03 ,1,121,Strata,1017000,8405,781,15-Sep-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #13-02 ,1,106,Strata,882000,8321,773,18-Sep-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #06-02 ,1,106,Strata,851500,8033,746,30-Sep-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,1 Sembawang Crescent  #03-02 ,1,106,Strata,846500,7986,742,6-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757093,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #11-07 ,1,121,Strata,1042500,8616,800,2-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #14-05 ,1,107,Strata,891000,8327,774,3-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #13-07 ,1,121,Strata,1050500,8682,807,7-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #10-05 ,1,107,Strata,875500,8182,760,8-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #09-07 ,1,121,Strata,1034500,8550,794,10-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #01-08 ,1,126,Strata,1051500,8345,775,16-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #05-06 ,1,106,Strata,852000,8038,747,17-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #06-05 ,1,107,Strata,866000,8093,752,20-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #08-08 ,1,122,Strata,1045000,8566,796,24-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #14-06 ,1,106,Strata,879000,8292,770,24-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #14-07 ,1,121,Strata,1054500,8715,810,28-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #15-08 ,1,122,Strata,1123500,9209,856,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #11-06 ,1,106,Strata,870000,8208,762,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #13-06 ,1,106,Strata,876000,8264,768,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #13-08 ,1,122,Strata,1062000,8705,809,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #08-05 ,1,107,Strata,899000,8402,781,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #10-08 ,1,122,Strata,1050000,8607,800,6-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #10-06 ,1,106,Strata,867000,8179,760,10-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #08-07 ,1,121,Strata,1065000,8802,818,12-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #08-06 ,1,106,Strata,864000,8151,757,12-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #10-07 ,1,121,Strata,1038500,8583,797,13-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #05-05 ,1,107,Strata,863000,8065,749,19-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #13-05 ,1,107,Strata,888000,8299,771,19-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #04-08 ,1,122,Strata,1026000,8410,781,24-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #05-08 ,1,122,Strata,1030000,8443,784,14-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #15-07 ,1,121,Strata,1112000,9190,854,1-Apr-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #09-08 ,1,122,Strata,1046000,8574,797,8-May-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #07-05 ,1,107,Strata,879000,8215,763,9-May-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #01-07 ,1,125,Strata,1050500,8404,781,30-Jul-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #07-08 ,1,122,Strata,1038000,8508,790,13-Oct-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #04-07 ,1,121,Strata,1019000,8421,782,10-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #02-06 ,1,106,Strata,808500,7627,709,18-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #04-05 ,1,107,Strata,842930,7878,732,21-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,3 Sembawang Crescent  #15-06 ,1,106,Strata,900000,8491,789,11-Dec-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757094,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #14-09 ,1,107,Strata,887500,8294,771,3-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #10-11 ,1,121,Strata,1038500,8583,797,8-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #13-12 ,1,122,Strata,1059000,8680,806,8-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #13-09 ,1,107,Strata,884500,8266,768,8-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #11-10 ,1,106,Strata,870000,8208,762,9-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #03-11 ,1,121,Strata,1010500,8351,776,13-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #03-10 ,1,106,Strata,846000,7981,741,15-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #07-10 ,1,106,Strata,858000,8094,752,16-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #05-11 ,1,121,Strata,1018500,8417,782,16-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #03-09 ,1,107,Strata,854500,7986,742,20-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #14-12 ,1,122,Strata,1063000,8713,809,23-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #06-12 ,1,122,Strata,1062000,8705,809,23-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #11-09 ,1,107,Strata,878500,8210,763,24-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #08-09 ,1,107,Strata,872500,8154,758,27-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #04-10 ,1,106,Strata,849000,8009,744,28-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #10-09 ,1,107,Strata,902000,8430,783,28-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #15-11 ,1,121,Strata,1112000,9190,854,28-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #14-11 ,1,121,Strata,1054500,8715,810,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #13-11 ,1,121,Strata,1050500,8682,807,29-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #12-09 ,1,107,Strata,881500,8238,765,4-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #12-10 ,1,106,Strata,873000,8236,765,4-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #06-09 ,1,107,Strata,863500,8070,750,6-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #08-10 ,1,106,Strata,890000,8396,780,7-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #14-10 ,1,106,Strata,905500,8542,794,7-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #08-11 ,1,121,Strata,1033500,8541,794,11-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #13-10 ,1,106,Strata,876000,8264,768,14-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #07-12 ,1,122,Strata,1035000,8484,788,17-Feb-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #10-10 ,1,106,Strata,867000,8179,760,7-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #04-09 ,1,107,Strata,857500,8014,745,11-Mar-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #15-10 ,1,106,Strata,924000,8717,810,17-Apr-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #09-10 ,1,106,Strata,899500,8486,788,3-Sep-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #05-12 ,1,122,Strata,1022000,8377,778,20-Oct-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,Private,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,5 Sembawang Crescent  #01-09 ,1,107,Strata,840000,7850,729,18-Nov-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757095,North Region,Sembawang
SKYPARK RESIDENCES,7 Sembawang Crescent  #02-14 ,1,106,Strata,881500,8316,773,3-Jan-14,Executive Condominium,99 Yrs From 18/03/2013,Uncompleted,New Sale,HDB,27,75,757096,North Region,Sembawang
